record_id,state,district,city,market_zone,property_type,furnishing,area_sqft,bedrooms,bathrooms,age_years,floor,benchmark_price_per_sqft,estimated_price_per_sqft,estimated_price,reference_date,source,source_type,source_url,is_synthetic,notes
438,Maharashtra,Nandurbar,Nandurbar,Main Residential,Villa,Semi-Furnished,2200,3,3,15,4,3000,3150.39,6930000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
439,Maharashtra,Nandurbar,Nandurbar,Main Residential,Villa,Fully Furnished,3000,4,4,10,2,3000,3720.98,11160000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
440,Maharashtra,Nandurbar,Nandurbar,Main Residential,Villa,Fully Furnished,4200,5,5,1,4,3000,4793.51,20130000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
441,Maharashtra,Nandurbar,Nandurbar,Growth / Peripheral,Apartment,Unfurnished,550,1,1,7,3,3000,2288.39,1260000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
442,Maharashtra,Nandurbar,Nandurbar,Growth / Peripheral,Apartment,Semi-Furnished,900,2,2,15,3,3000,2278.56,2050000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
443,Maharashtra,Nandurbar,Nandurbar,Growth / Peripheral,Apartment,Fully Furnished,1350,3,3,10,20,3000,2635.61,3560000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
444,Maharashtra,Nandurbar,Nandurbar,Growth / Peripheral,Apartment,Fully Furnished,1800,4,4,1,14,3000,3087.88,5560000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
445,Maharashtra,Nandurbar,Nandurbar,Growth / Peripheral,Independent House,Semi-Furnished,1100,2,2,10,1,3000,2280.0,2510000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
446,Maharashtra,Nandurbar,Nandurbar,Growth / Peripheral,Independent House,Fully Furnished,1650,3,3,15,1,3000,2338.04,3860000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
447,Maharashtra,Nandurbar,Nandurbar,Growth / Peripheral,Independent House,Fully Furnished,2300,4,4,10,1,3000,2728.95,6280000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
448,Maharashtra,Nandurbar,Nandurbar,Growth / Peripheral,Villa,Semi-Furnished,2200,3,3,2,4,3000,3239.0,7130000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
449,Maharashtra,Nandurbar,Nandurbar,Growth / Peripheral,Villa,Fully Furnished,3000,4,4,5,5,3000,3384.75,10150000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
450,Maharashtra,Nandurbar,Nandurbar,Growth / Peripheral,Villa,Fully Furnished,4200,5,5,12,2,3000,3341.55,14030000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
451,Maharashtra,Jalgaon,Jalgaon,Core / Established,Apartment,Unfurnished,550,1,1,3,16,4940,5825.12,3200000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
452,Maharashtra,Jalgaon,Jalgaon,Core / Established,Apartment,Semi-Furnished,900,2,2,10,8,4940,5494.86,4950000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
453,Maharashtra,Jalgaon,Jalgaon,Core / Established,Apartment,Fully Furnished,1350,3,3,7,7,4940,5993.99,8090000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
454,Maharashtra,Jalgaon,Jalgaon,Core / Established,Apartment,Fully Furnished,1800,4,4,3,2,4940,6732.8,12120000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
455,Maharashtra,Jalgaon,Jalgaon,Core / Established,Independent House,Semi-Furnished,1100,2,2,7,1,4940,5510.25,6060000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
456,Maharashtra,Jalgaon,Jalgaon,Core / Established,Independent House,Fully Furnished,1650,3,3,3,3,4940,6603.68,10900000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
457,Maharashtra,Jalgaon,Jalgaon,Core / Established,Independent House,Fully Furnished,2300,4,4,1,3,4940,7031.41,16170000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
458,Maharashtra,Jalgaon,Jalgaon,Core / Established,Villa,Semi-Furnished,2200,3,3,2,4,4940,7598.25,16720000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
459,Maharashtra,Jalgaon,Jalgaon,Core / Established,Villa,Fully Furnished,3000,4,4,1,4,4940,8005.59,24020000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
460,Maharashtra,Jalgaon,Jalgaon,Core / Established,Villa,Fully Furnished,4200,5,5,7,3,4940,8304.18,34880000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
461,Maharashtra,Jalgaon,Jalgaon,Main Residential,Apartment,Unfurnished,550,1,1,12,13,4940,4290.32,2360000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
462,Maharashtra,Jalgaon,Jalgaon,Main Residential,Apartment,Semi-Furnished,900,2,2,2,14,4940,5163.71,4650000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
463,Maharashtra,Jalgaon,Jalgaon,Main Residential,Apartment,Fully Furnished,1350,3,3,3,5,4940,5334.71,7200000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
464,Maharashtra,Jalgaon,Jalgaon,Main Residential,Apartment,Fully Furnished,1800,4,4,15,7,4940,4846.64,8720000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
465,Maharashtra,Jalgaon,Jalgaon,Main Residential,Independent House,Semi-Furnished,1100,2,2,12,2,4940,4486.6,4940000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
466,Maharashtra,Jalgaon,Jalgaon,Main Residential,Independent House,Fully Furnished,1650,3,3,5,3,4940,5184.11,8550000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
467,Maharashtra,Jalgaon,Jalgaon,Main Residential,Independent House,Fully Furnished,2300,4,4,7,1,4940,5609.33,12900000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
468,Maharashtra,Jalgaon,Jalgaon,Main Residential,Villa,Semi-Furnished,2200,3,3,15,1,4940,5376.13,11830000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
469,Maharashtra,Jalgaon,Jalgaon,Main Residential,Villa,Fully Furnished,3000,4,4,7,4,4940,6247.8,18740000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
470,Maharashtra,Jalgaon,Jalgaon,Main Residential,Villa,Fully Furnished,4200,5,5,7,5,4940,7408.53,31120000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
471,Maharashtra,Jalgaon,Jalgaon,Growth / Peripheral,Apartment,Unfurnished,550,1,1,1,14,4940,4239.23,2330000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
472,Maharashtra,Jalgaon,Jalgaon,Growth / Peripheral,Apartment,Semi-Furnished,900,2,2,12,2,4940,3643.65,3280000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
473,Maharashtra,Jalgaon,Jalgaon,Growth / Peripheral,Apartment,Fully Furnished,1350,3,3,2,8,4940,4544.82,6140000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
474,Maharashtra,Jalgaon,Jalgaon,Growth / Peripheral,Apartment,Fully Furnished,1800,4,4,1,16,4940,5021.39,9040000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
475,Maharashtra,Jalgaon,Jalgaon,Growth / Peripheral,Independent House,Semi-Furnished,1100,2,2,10,3,4940,3830.45,4210000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
476,Maharashtra,Jalgaon,Jalgaon,Growth / Peripheral,Independent House,Fully Furnished,1650,3,3,12,4,4940,3996.2,6590000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
477,Maharashtra,Jalgaon,Jalgaon,Growth / Peripheral,Independent House,Fully Furnished,2300,4,4,10,4,4940,4468.63,10280000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
478,Maharashtra,Jalgaon,Jalgaon,Growth / Peripheral,Villa,Semi-Furnished,2200,3,3,15,2,4940,4306.99,9480000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
479,Maharashtra,Jalgaon,Jalgaon,Growth / Peripheral,Villa,Fully Furnished,3000,4,4,12,3,4940,5251.2,15750000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
480,Maharashtra,Jalgaon,Jalgaon,Growth / Peripheral,Villa,Fully Furnished,4200,5,5,2,5,4940,6525.68,27410000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
481,Maharashtra,Ahilyanagar,Ahilyanagar,Core / Established,Apartment,Unfurnished,550,1,1,12,17,4404,4767.72,2620000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
482,Maharashtra,Ahilyanagar,Ahilyanagar,Core / Established,Apartment,Semi-Furnished,900,2,2,1,20,4404,5502.34,4950000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
483,Maharashtra,Ahilyanagar,Ahilyanagar,Core / Established,Apartment,Fully Furnished,1350,3,3,3,12,4404,5793.06,7820000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
484,Maharashtra,Ahilyanagar,Ahilyanagar,Core / Established,Apartment,Fully Furnished,1800,4,4,7,20,4404,5887.36,10600000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
485,Maharashtra,Ahilyanagar,Ahilyanagar,Core / Established,Independent House,Semi-Furnished,1100,2,2,1,1,4404,5281.72,5810000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
486,Maharashtra,Ahilyanagar,Ahilyanagar,Core / Established,Independent House,Fully Furnished,1650,3,3,10,5,4404,5304.59,8750000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
487,Maharashtra,Ahilyanagar,Ahilyanagar,Core / Established,Independent House,Fully Furnished,2300,4,4,5,3,4404,5849.98,13450000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
488,Maharashtra,Ahilyanagar,Ahilyanagar,Core / Established,Villa,Semi-Furnished,2200,3,3,12,1,4404,5911.54,13010000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
489,Maharashtra,Ahilyanagar,Ahilyanagar,Core / Established,Villa,Fully Furnished,3000,4,4,5,1,4404,6906.92,20720000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
490,Maharashtra,Ahilyanagar,Ahilyanagar,Core / Established,Villa,Fully Furnished,4200,5,5,12,4,4404,7264.0,30510000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
491,Maharashtra,Ahilyanagar,Ahilyanagar,Main Residential,Apartment,Unfurnished,550,1,1,12,5,4404,3753.67,2060000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
492,Maharashtra,Ahilyanagar,Ahilyanagar,Main Residential,Apartment,Semi-Furnished,900,2,2,12,3,4404,3977.4,3580000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
493,Maharashtra,Ahilyanagar,Ahilyanagar,Main Residential,Apartment,Fully Furnished,1350,3,3,15,8,4404,4263.32,5760000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
494,Maharashtra,Ahilyanagar,Ahilyanagar,Main Residential,Apartment,Fully Furnished,1800,4,4,5,6,4404,4858.1,8740000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
495,Maharashtra,Ahilyanagar,Ahilyanagar,Main Residential,Independent House,Semi-Furnished,1100,2,2,10,2,4404,4243.73,4670000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
496,Maharashtra,Ahilyanagar,Ahilyanagar,Main Residential,Independent House,Fully Furnished,1650,3,3,12,3,4404,4413.87,7280000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
497,Maharashtra,Ahilyanagar,Ahilyanagar,Main Residential,Independent House,Fully Furnished,2300,4,4,12,3,4404,4664.26,10730000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
498,Maharashtra,Ahilyanagar,Ahilyanagar,Main Residential,Villa,Semi-Furnished,2200,3,3,3,5,4404,5444.69,11980000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
499,Maharashtra,Ahilyanagar,Ahilyanagar,Main Residential,Villa,Fully Furnished,3000,4,4,2,1,4404,5905.73,17720000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
500,Maharashtra,Ahilyanagar,Ahilyanagar,Main Residential,Villa,Fully Furnished,4200,5,5,15,2,4404,5852.25,24580000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
501,Maharashtra,Ahilyanagar,Ahilyanagar,Growth / Peripheral,Apartment,Unfurnished,550,1,1,5,13,4404,3734.65,2050000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
502,Maharashtra,Ahilyanagar,Ahilyanagar,Growth / Peripheral,Apartment,Semi-Furnished,900,2,2,12,2,4404,3433.09,3090000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
503,Maharashtra,Ahilyanagar,Ahilyanagar,Growth / Peripheral,Apartment,Fully Furnished,1350,3,3,5,2,4404,3985.45,5380000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
504,Maharashtra,Ahilyanagar,Ahilyanagar,Growth / Peripheral,Apartment,Fully Furnished,1800,4,4,5,2,4404,4113.4,7400000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
505,Maharashtra,Ahilyanagar,Ahilyanagar,Growth / Peripheral,Independent House,Semi-Furnished,1100,2,2,5,1,4404,3602.3,3960000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
506,Maharashtra,Ahilyanagar,Ahilyanagar,Growth / Peripheral,Independent House,Fully Furnished,1650,3,3,2,3,4404,4021.12,6630000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
507,Maharashtra,Ahilyanagar,Ahilyanagar,Growth / Peripheral,Independent House,Fully Furnished,2300,4,4,5,1,4404,4426.45,10180000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
508,Maharashtra,Ahilyanagar,Ahilyanagar,Growth / Peripheral,Villa,Semi-Furnished,2200,3,3,7,2,4404,4334.67,9540000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
509,Maharashtra,Ahilyanagar,Ahilyanagar,Growth / Peripheral,Villa,Fully Furnished,3000,4,4,1,4,4404,5346.71,16040000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
510,Maharashtra,Ahilyanagar,Ahilyanagar,Growth / Peripheral,Villa,Fully Furnished,4200,5,5,2,5,4404,5757.35,24180000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
511,Maharashtra,Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,Core / Established,Apartment,Unfurnished,550,1,1,3,4,4979,5546.29,3050000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
512,Maharashtra,Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,Core / Established,Apartment,Semi-Furnished,900,2,2,7,6,4979,5717.36,5150000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
513,Maharashtra,Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,Core / Established,Apartment,Fully Furnished,1350,3,3,1,4,4979,6440.11,8690000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
514,Maharashtra,Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,Core / Established,Apartment,Fully Furnished,1800,4,4,7,5,4979,6264.76,11280000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
515,Maharashtra,Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,Core / Established,Independent House,Semi-Furnished,1100,2,2,3,3,4979,5788.06,6370000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
516,Maharashtra,Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,Core / Established,Independent House,Fully Furnished,1650,3,3,10,3,4979,6126.04,10110000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
517,Maharashtra,Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,Core / Established,Independent House,Fully Furnished,2300,4,4,7,1,4979,6478.89,14900000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
518,Maharashtra,Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,Core / Established,Villa,Semi-Furnished,2200,3,3,2,4,4979,7254.8,15960000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
